Address,Latitude,Longitude
HERMAN HORN ELEMENTARY SCHOOL,37.28342,-79.88452
"26-E     4411 EARLY ROAD, DEQ OFFICE",38.38957,-78.913917
"517 N SAINT ASAPH ST, ALEXANDRIA HEALTH",38.810403,-77.04435
NORFOLK STATE UNIVERSITY,36.850426,-76.25744
"158-W, SCIENCE MUSEUM OF VA, DMV & LEIGH STREETS",37.5626,-77.465
"228 W. PALM AVE., BURBANK",34.17605,-118.31712
"1630 N MAIN ST, LOS ANGELES",34.06659,-118.22688
"3648 N. LONG BEACH BLVD., LONG BEACH",33.82376,-118.18921
"5234 W. 120TH ST., HAWTHORNE",33.92288,-118.37026
"2850 MESA VERDE DR EAST, COSTA MESA",33.67464,-117.92568
"5888 MISSION BLVD., RUBIDOUX",33.99958,-117.41601
"14360 ARROW BLVD., FONTANA",34.10002,-117.49201
E. 14TH & ORANGE,41.492117,-81.678449
"14306 PARK AVE., VICTORVILLE, CA",34.510961,-117.32554
659 GLOBE ST,41.685707,-71.169235
QUABBIN SUMMIT,42.298493,-72.334079
1301 27TH AVE NE BLACK EAGLE RACE TRACK,47.529958,-111.284418
COBURN HILL ROAD,45.786579,-108.45878
"MT OLIVE LUTHERAN CHURCH, 7-24TH ST W",45.76939,-108.574985
BLGS BRIDAL SHOP 8 GRAND AVE,45.783841,-108.515691
LOWER COBURN ROAD - 300 COBURN ROAD,45.795278,-108.455833
MCKIMS RIDGE ROAD - CROSS CREEK DISTRICT - P O BOX 3280,40.389655,-80.586235
WEIRTON - SUMMIT CIRCLE,40.427372,-80.592318
WEIRTON - SKYVIEW ELEMENTARY,40.435587,-80.600374
WILLIAMS COUNTRY CLUB LODGE,40.411944,-80.601667
"EAST HIGH, 1415 E. WALNUT",44.50729,-87.99344
"DEVILS LAKE STATE PARK, E12886 TOWER RD",43.4351,-89.67979
5580 NIAGARA ST.,39.799986,-104.911366
"RIVER ROAD PARK, BELLEFONTE",39.761111,-75.491944
LUMS POND STATE PARK,39.5513,-75.732
"ROUTE 9, DELAWARE CITY",39.57768,-75.6036
BELLEVUE STATE PARK,39.773889,-75.496389
MLK BLVD AND JUSTISON ST.,39.739444,-75.558056
1050 15TH STREET W,26.370077,-80.074209
1ST STREET & 5TH AVENUE SE,41.974723,-91.666847
616 A AVE.,41.983333,-91.662958
ELY RD SW CEDAR RAPIDS,41.941114,-91.634067
"12101 Hwy 91, Nevada Las Vegas, NV 89165",36.39103,-114.907429
"103 HIGHWAY 95, SEARCHLIGHT, NV",35.465041,-114.920427
4001 EAST SAHARA AVENUE,36.144416,-115.086388
1005 INDUSTRIAL ROAD,35.978149,-114.846313
80 BRITTAIN,41.063526,-81.468956
"P.O. BOX 948   TAHLEQUAH, OK  74464",35.85408,-94.985964
"RT 1, BOX 1980  PONCA CITY, OK  74601",36.662778,-97.074444
"QUAPAW TRIBE'S INDUSTRIAL PARK, MIAMI",36.922222,-94.838889
"BAHNSON AVE, HILLTOP SITE",43.537626,-96.682001
1415 Hinton Street,32.820061,-96.860117
4252 WATERWORKS ROAD,32.436944,-97.025
2725 Old Fort Worth Road,32.482083,-97.026899
250 Rim Rd,31.768286,-106.501243
700 West San Francisco Ave,31.758532,-106.501045
5050A Yvette Drive,31.893913,-106.425827
2701 13TH AVE NORTH AT LOGAN,29.398611,-94.933333
Gregg Co Airport near Longview,32.378696,-94.711813
13826 1/2 Croquet,29.623889,-95.474167
"5425 POLK AVE., SUITE H",29.735129,-95.315583
4522 Park Rd,29.583047,-95.015544
1086 Vermont Avenue,30.036422,-94.071061
623 Ellias Street,29.897516,-93.991084
GRANT & GROVE STREETS,30.06607,-94.077383
3790 S Houston St,32.564968,-96.317687
Corpus Christi State School (Airport Rd),27.76534,-97.434262
9860 La Branch,27.832413,-97.555387
3810 Huisache Street,27.804489,-97.431553
2609 EAST PECAN STREET,30.4186,-97.6014
"1237 S. BEVERLY , TUCSON",32.204411,-110.878067
"128 S 'H' ST, LOMPOC",34.63782,-120.4575
WEST OFF OF STATE ROUTE 57- AES/IPL Petersburg/ Doty Orchard,38.573253,-87.214613
"FIVCO HEALTH DEPARTMENT, 2924 HOLT STREET",38.45934,-82.64041
"700 ALEXANDRIA PK, WATER PLT, FT THOMAS",39.065617,-84.451885
716 PLEASANT VALLEY ROAD,37.780776,-87.075307
SCOTT STREET & CENTER AVENUE,38.548136,-82.731163
2ND STREET & CAROLINE STREET,37.93829,-86.89719
763 BLOODWORTH ROAD,37.07151,-88.33389
"KYTC DISTRICT OFFICE,  109 LORAINE STREET",37.4826,-82.53532
"OAKLAND ELEMENTARY SCHOOL, 2494 CHURCH STREET",37.035438,-86.250628
1425 Airport Drive,32.535293,-93.747041
2646 John Stine Road,30.262604,-93.285084
1061-A Leesville Ave,30.461981,-91.179219
"Mehle Ave., Arabi",29.982147,-89.998681
"1005 Northwest Drive, Port Allen",30.500642,-91.213556
11500 N 71 HWY,39.300033,-94.700244
BEARTOOTH ELEMENTARY SCHOOL,45.831453,-108.449964
1300 BLK. HATTIE AVENUE,36.11094,-80.224501
177 S. BROADWAY,41.080266,-81.516228
CARNEGIE SCIENCE CENTER - 1 ALLEGHENY RD,40.445577,-80.016155
ROUTE 168 & TOMLINSON ROAD,40.56252,-80.503948
1015 SEBRING ROAD,40.684722,-80.359722
EIGHT STREET AND RIVER ALLEY,40.747796,-80.316442
UGI CO MONGANTOWN RD AND PROSPECT ST,40.320278,-75.926667
2ND AVE & 7TH ST,40.535278,-78.370833
ROCKVIEW LANE,40.107222,-74.882222
MILLER AUTO SHOP 1 MESSENGER ST,40.309722,-78.915
PENN STATE UNIVERSITY - ARBORETUM SITE,40.811389,-77.877028
"651 Gibson Blvd., Harrisburg, PA 17104",40.246992,-76.846988
FRONT ST & NORRIS ST,39.835556,-75.3725
10TH AND MARNE STREETS,42.14175,-80.038611
4.8 KM SE OF HOLBROOK,39.80933,-80.26567
GEORGE ST TROOP AND CITY OF SCRANTON,41.442778,-75.623056
ABRAHAM LINCOLN JR HIGH GROFFTOWN RD,40.046667,-76.283333
CROTON ST & JEFFERSON ST.,40.995848,-80.346442
STATE HOSPITAL REAR 1600 HANOVER AVE,40.611944,-75.4325
CHILWICK & WASHINGTON STS,41.265556,-75.846389
899 CHERRY STREET,41.2508,-76.9238
PA518 (NEW CASTLE ROAD) & PA418,41.215014,-80.484779
STATE ARMORY - 1046 BELVOIR RD,40.112222,-75.309167
WASHINGTON & CAMBRIA STS. FREEMANSBURG,40.628056,-75.341111
17TH AND SPRING GARDEN STREETS,40.692224,-75.237156
ROUTE 34 LITTLE BUFFALO STATE PARK,40.456944,-77.165556
COAL & STADIUM STS. SHENANDOAH,40.820556,-76.212222
345 E. FIFTH AVE. WARREN HIGH SCHOOL,41.857222,-79.1375
OVERLOOK SITE - NEAR STONE HILL ROAD,41.844722,-79.169722
CHARLER01 WASTE TREATMENT PLANT,40.146667,-79.902222
MCCARRELL AND FAYETTE STS,40.170556,-80.261389
HILLMAN STATE PARK - KINGS CREEK ROAD,40.445278,-80.420833
DONOHOE ROAD - PENN DOT MAINT DIST BLDG,40.304694,-79.505667
HILL ST.,39.965278,-76.699444
WEIRTON - MARLAND HEIGHTS ELEMENTARY,40.394651,-80.611813
WEIRTON - OAK ST AND OWINGS ST (BETWEEN DEAD ENDS),40.421539,-80.580717
2300 N M. L. KING JR DR,43.060975,-87.913504
WYODAK SITE 4,44.277172,-105.375628
"918 ISLAND ROAD, AKWESASNE, ONTARIO CA K6H 5R7",45.004546,-74.703057
"ESTEVAN, SK",49.135138,-102.984855
"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",33.553056,-86.815
809 Pioneer Road,64.84569,-147.727413
Cherry Flats Rd.,33.3855,-110.867267
Sullivan ST & Davis Canyon,33.397433,-110.87445
ALAMO LAKE STATE PARK,34.2439,-113.5586
2702 RC ESTERBROOKS BLVD,33.4265,-112.11821
4530 N 17TH AVENUE,33.503833,-112.095767
400 W RIVER ROAD,32.29515,-110.9823
1100 21st Street,37.814781,-122.282347
"3727 N FIRST ST, FRESNO",36.78538,-119.77321
717 SOUTH AVENUE,40.77678,-124.17949
"170 meters SE of Donna Dr. & Humboldt Hill Rd., Eureka, CA",40.71528,-124.20139
"WMRC/NCORE, 3000 E. LINE ST., BISHOP, CA. 93514",37.360684,-118.330783
"2425 Webster St., Long Beach, CA",33.8025,-118.22
7201 W. WESTCHESTER PARKWAY,33.95507,-118.43049
10537 FLOYD SMITH DRIVE,32.817978,-116.968133
158B JACKSON ST,37.348497,-121.894898
4545 Navajo St.,39.77949,-105.00518
690 W. HIGHWAY 24,38.830895,-104.839243
Remington Road (see coordinates),41.784722,-72.631667
MOHAWK MOUNTAIN ROAD (see coordinates),41.821342,-73.297257
1JAMES STREET,41.3014,-72.902871
UNIV. OF DE COLLEGE OF MARINE STUDIES,38.7791,-75.16323
"2500 1ST STREET, N.W. WASHINGTON DC",38.921847,-77.013178
"5300 South Pine Island Road, Davie, FL 33328",26.053889,-80.256944
"13450 W. Power Line Rd., Crystal River, FL 34428",28.958644,-82.642965
"1167 N Dover Road, Valrico, FL 33527",27.96565,-82.2304
1801 Piney Point Road (Site is located in the property of Port Manatee),27.638925,-82.547648
2727 SHEPHERD RD (JAMES W. SIKES ELM SCH,27.939746,-82.000084
COUNTY RD 59,30.0925,-84.161111
"2300-C Wildcat Road, Decatur GA 30034",33.6878,-84.2905
"Bungalow Road Elementary School, 2216 BUNGALOW RD, AUGUSTA GA 30906",33.4339,-82.0224
"1099 WAIANUENUE AVE, HILO",19.717562,-155.11053
81-1043 KONAWAENA SCHOOL RD,19.509778,-155.913417
96-3150 PIKAKE ST,19.2039,-155.480183
"ORCHID PARKWAY, HAWAIIAN OCEAN VIEW ESTATES",19.117561,-155.778136
18-1235 VOLCANO ROAD,19.555444,-155.102028
"2342 HULEMALU ROAD, KAUAI",21.949599,-159.36624
"520 S. EAGLE ROAD,  MERIDIAN",43.600699,-116.347853
TWP RD 500 E.,40.05278,-88.37251
7801 LAWNDALE,41.7514,-87.713488
750 DUNDEE ROAD,42.139996,-87.799227
308 PORTLAND AVE.,41.293015,-89.049425
"Hope-Hauser Jr-Sr High School, 9404 N. 775 E.",39.294322,-85.766816
"3120 E. 30TH ST., WASHINGTON PARK",39.810833,-86.114444
AES/IPL- Eagle Valley/ CENTERTON GRADE SCHOOL- 6075 High St.,39.514179,-86.391795
Evansville-Buena Vista-1110 W. Buena Vista Rd.,38.013333,-87.577222
North of SR 66 and ALCOA Smelting Plant- ALCOA S1,37.932983,-87.332267
Northeast corner of SR 66 and SR 61- ALCOA S2,37.932183,-87.322267
Southeast corner of Culley access road and Darlington Road - ALCOA S3,37.91801,-87.317583
Larwill-  710 N. State Rd. 5,41.169646,-85.629292
500 11TH ST NW,41.97677,-91.68766
3000 C St SW,41.948708,-91.639535
"1409 Wisconsin St, Muscatine IA",41.401459,-91.068449
"1907 CARPENTER, DES MOINES IOWA",41.603159,-93.643118
24430 LACEY TRAIL,40.695078,-92.006318
"1221 260th st, Sergeant Bluff IA 51054",42.329489,-96.368513
1500 WEST SEVENTH,37.67696,-95.47594
524A JOHN'S HILL ROAD,39.021881,-84.47445
MAMMOTH CAVE NP - ALFRED COOK ROAD,37.13179,-86.142953
"2730 CANNONS LANE, BOWMAN FIELD",38.22876,-85.65452
"KYTC MAINTENANCE GARAGE,  260 WILSON DRIVE",37.89147,-84.58825
4101 Mistrot Drive,29.939614,-89.923883
24 E. CHALMETTE CIRCLE,29.943164,-89.97625
"8 NORTHERN ROAD, PRESQUE ISLE, ME 04769",46.696431,-68.033006
"356 State Street, Portland,  Maine",43.660246,-70.268965
567 Eagle Lake Road,44.37705,-68.2609
14 Pray Street,44.230622,-69.785
"88 Sawgrass Lane  Eliot, Maine 03903",43.111364,-70.76973
University of Maryland for Environmental and Estuarine Studies,38.587525,-76.141006
"Piney Run, Frostburg Reservoir, Finzel",39.70595,-79.012
"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",39.055277,-76.878333
"Powder Mill Rd, Laurel, MD 20708",39.0284,-76.8171
SUMMER ST,42.263955,-71.794322
220 N PENNSYLVANIA (LANSING),42.738618,-84.534633
2800 STATE PARK ROAD (STERLING STATE PARK),41.923582,-83.34573
8578 HIAWATHA DRIVE (WEST OLIVE),42.92361,-86.196487
14700 GODDARD (ALLEN PARK),42.22862,-83.2082
"14035 Blaine Ae. E., Rosemount, MN",44.745662,-93.05541
1801 9th Ave. SE,43.996908,-92.450366
232 East Woodrow Wilson Drive,32.329111,-90.182722
"VALLEY SITE: 2901 Labadie Road, Labadie, MO 63055",38.572522,-90.796911
BUICK NE: 347 Power Lane,37.65214,-91.11689
"MOTT STREET: 360 Short Street, Herculaneum, 63048",38.26351,-90.37993
"802 Weaver Road, Festus, MO. 63028",38.144972,-90.304783
"917 Natchez Trace Drive Bloomdale, MO. 63627",38.10525,-90.29842
"NORTHWEST SITE: Rt.94, Augusta, MO 63332 Intersection with Schluersburg Rd",38.581799,-90.865528
"BLAIR STREET: 3247 Blair Street, St. Louis, MO 63107",38.656429,-90.198348
"I-15 Exit 209, then Sperry Dr.",46.8505,-111.987164
Corner Cnty Roads 335 and 131,47.803392,-104.485552
DOUGLAS COUNTY HOSP  42ND & WOOLWORTH,41.247486,-95.973142
4250 Karen Ave,36.141875,-115.078742
"301 A STATE STREET, RENO, NV 89502",39.525083,-119.807717
PACK MONADNOCK SUMMIT,42.86183,-71.878626
HAZEN DRIVE,43.2185,-71.5145
150 Pillsbury Rd,42.862531,-71.38014
"Edwin B. Forsythe National Wildlife Refuge Visitor Center, 800 Great Creek Road",39.464872,-74.448736
266-298 Spruce Street,39.934559,-75.125219
360 Clinton Avenue,40.720989,-74.192892
105 Delaware Avenue (approximate),40.92458,-75.067815
4700A SAN MATEO NE,35.1343,-106.5852
200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,40.8679,-73.87809
"Forest Road, VILLAGE OF MILLBROOK, Inst of Ecosystem Studies",41.78555,-73.74136
192 BROOKSIDE TERRACE WEST,42.99813,-78.89926
"55 Library Road, HOGANSBURG, NY 13655",44.980577,-74.695005
"2 YARMOUTH ROAD, RG&E Substation",43.14618,-77.54817
"8301 ACKERSON ROAD, Pinnacle State Park",42.09142,-77.20978
229 NC Hwy 306N,35.428,-76.7399
325 Russett Run Road,35.757222,-79.159722
4665 Lakewood Dr,35.002304,-78.991692
801 STADIUM DRIVE,36.032955,-78.904037
4110 Blackstone Drive,35.4325,-79.2887
7901 Burlington Rd,36.306965,-79.09197
6371 NC 65 @ BETHANY SCHOOL,36.308889,-79.859167
30 Recreation Park Drive,35.434767,-83.442133
1810 N 16TH STREET,46.825425,-100.76821
"93rd Ave SE, Spiritwood ND",46.921525,-98.498569
2650 BIBLE ROAD,40.770944,-84.0539
2 BALL PARK RD.,39.9679,-80.7464
1200 OXFORD STATE ROAD,39.479822,-84.409617
3350 YANKEE ROAD,39.472436,-84.394952
1501 MADE INDUSTRIAL DR.,39.46619,-84.40256
"1250 GEORGE, COLUMBIANA PORT AUTHORITY",40.631545,-80.547181
250 WM. HOWARD TAFT,39.12886,-84.50404
3487 COUNTY RD. 19,40.271976,-80.62955
1469 3rd ST.,40.259475,-80.639987
177 MAIN STREET,41.726811,-81.242156
450 Commerce Drive,38.508075,-82.659241
117 MEMORIAL DRIVE,39.03857,-82.045844
S.R. 83,39.63223,-81.67005
6940 OXFORD GETTYSBURG RD.,39.83562,-84.720524
2840 BACK RD.,38.609338,-82.822512
1740 GALLIA PIKE,38.588034,-82.834973
199 S. BROADWAY ST.,41.079159,-81.516235
"South Highway 59, RR1, 1795 Dahlonegah Park Road, Stilwell, Oklahoma",35.750735,-94.669697
306 E Otoe,36.697186,-97.08135
2501 E. Memorial Rd.  (OKLAHOMA CHRISTIAN UNIVERSITY),35.614131,-97.475083
"124 North Riverside Drive West, Tulsa OK  74127",36.15483,-96.015845
3520 1/2 N. PEORIA,36.204902,-95.976537
SE LAFAYETTE/5824 SE LAFAYETTE,45.496641,-122.602877
NARSTO SITE - ARENDTSVILLE,39.92002,-77.30968
"301 39th St, Pittsburgh, PA 15201 (Lawrenceville)",40.46542,-79.960757
"600 Anderson St, Braddock, PA 15104 (North Braddock)",40.402328,-79.860973
1059 Arnold Road,40.38335,-75.9686
PA. DEPT. OF TRANSPORTATION - RT.403 - Strongstown,40.56333,-78.919972
"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",39.991389,-75.080833
24TH & RITNER STREETS,39.922867,-75.186921
2044 Pennsylvania Avenue East,41.825708,-79.119952
"FRANCIS SCHOOL, 64 BOURNE AVE",41.841039,-71.36097
133 Perry Avenue [Greenville ESC],34.843895,-82.414585
2316 CHESTER HIGHWAY (US 321) [York],34.935817,-81.228409
BADLANDS PO BOX 6 HEADQUARTERS,43.74561,-101.941218
2001 E 8th St,43.54792,-96.700769
"CREDIT UNION SITE, 106 KINNEY AVE.",44.087397,-103.273777
31986 475th Ave,42.751518,-96.707208
FREELS BEND_STUDY AREA MELTON LAKE Oak Ridge National Lab Reservation,35.964969,-84.22317
GREAT SMOKY MOUNTAINS NP LOOK ROCK,35.63348,-83.941606
6388 Haley Rd. (Shelby Farms NCORE site),35.151699,-89.850249
14620 Laguna Rd,29.275381,-98.311692
900 FM 667 Ellis County,32.175417,-96.870189
800 S San Marcial Street,31.765685,-106.455227
2516 1/2 Texas Avenue,29.385234,-94.93152
7421 Park Place Blvd,29.686389,-95.294722
8622 Garth Road Unit A,29.823319,-94.983786
4514 1/2 Durant St,29.670025,-95.128508
4472 Mazanec Rd,31.653086,-97.070704
Corsicana Airport,32.031934,-96.399141
4205 NE 24th Avenue,35.236736,-101.787405
3824 North Hills Drive,30.354944,-97.761803
"1675 SOUTH 600 EAST, SALT LAKE CITY",40.736389,-111.872222
"58 HARVEY ROAD, Underhill, Vermont",44.52839,-72.86884
"STA. 46-B9, LEE PARK, TELEGRAPH ROAD",38.77335,-77.10468
2401 HARTMAN STREET  MATH & SCIENCE CTR,37.55652,-77.40027
"VDOT RESIDENCY SHOP, 3536 NORTH VALLEY PIKE, HARRISONBURG, VA",38.47753,-78.81952
"Adjacent to Building 1196, Wythe Landing Loop, NASA-Langley Research Center",37.103733,-76.387017
"181-A1, NOAA LOT, 2ND ST & WOODIS AVE.",36.85555,-76.30135
LOCATED IN A TREE FARM (Cheeka Peak),48.29786,-124.62491
202 O Ave,48.52059,-122.61428
"STATE TOUTE 2, BOX27A, BEECH BOTTOM, WVA",40.240877,-80.65033
 2302 HOARD ST,43.10101,-89.35768
"Horicon Wildlife Area, 1210 N Palmatory St",43.46611,-88.62111
"FIRE TOWER RD, POTAWATOMI SITE",45.56498,-88.80859
CCR 351,41.78237,-107.12083
"Golf Course Road, Sinclair, WY",41.79358,-107.08422
SINCLAIR-Intersection of CCR351 and N. 8th St. (SW corner of intersection),41.783389,-107.119184
"90 GAS HILL ROAD, RIVERTON, WY",42.994444,-108.370278
NCore - North Cheyenne Soccer Complex,41.182227,-104.778334
"Sinclair, Casper",42.8608,-106.23586
"8 miles north of I-80 on 9 Mile Road, Point of Rocks, WY",41.74649,-108.80373
Moxa,41.750556,-109.788333
116 Casper Avenue,43.84989,-104.20432
"Wyoming Refining, RODEO St., Newcastle, WY",43.84539,-104.20512
Rd. 183,18.177939,-65.915482
Rd. 2 Final Las Mareas,17.953006,-66.261461
13-763 LEILANI AVE,19.463989,-154.898706
1300 S FORT ST (MARATHON-1N),42.289449,-83.153435
1300 S FORT ST (MARATHON-2AW),42.283069,-83.161145
1300 S FORT ST (MARATHON-4E),42.281869,-83.151415
12800 VISGER ST (MARATHON-MKT),42.270009,-83.162585
"DINE COLLEGE, GIS LAB",36.8071,-108.69523
Sinclair SO2 Station,41.787948,-107.096672
2323 S ARIZONA AVE,32.690278,-114.61444
"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",32.701492,-117.149653
Tods Driftway (see coordinates),41.004657,-73.585128
6315 DEPOT AVENUE,28.46938,-80.66683
CR 800 N AND CR 275 E,39.876988,-86.473888
206 N. MERIDIAN ST.,39.863367,-86.470539
"HIGH SCHOOL, PITTSBORO",39.880871,-86.54193
1801 VALLEY VIEW,37.063007,-95.639076
"1401 DIXIE HWY, UNIVERSITY COLLEGE",39.0725,-84.525
KEYTOWN ROAD,37.319769,-86.956091
100 West Temple Pl,30.041238,-90.272826
"MAIN STREET: 1 Parkwood, Herculaneum, MO 63048",38.26339,-90.37883
"Clarksville, 22972 Pike Co. Rd. 239",39.3726,-90.9144
"MARYLAND HEIGHTS: 13044 Marine Avenue, Maryland Heights, MO 63146",38.71085,-90.47606
11300 NORTH POST ROAD,41.362433,-95.976112
1945 Sandy Landing,35.345,-76.78333
3625 GOLFVIEW RD,34.968889,-78.9625
1210 Hayes Street,35.81066,-76.9063
33215 US Highway 64,35.83067,-76.80631
NORTH OF NEWKIRK OK. ON HWY 77 - EAST HOME ROAD (E0040RD) .90 MILES,36.956222,-97.03135
CHEROKEE HEIGHTS DRIVE,36.228408,-95.249943
1709 CIRCLE ROAD (EASLEY) [Powdersville],34.776927,-82.490386
405 BRUSHY CREEK ROAD [Taylors],34.899141,-82.31307
"WIND CAVE NATIONAL PARK, SOUTH DAKOTA",43.55764,-103.48386
"8250 WHITAKER RIDGE RD., WHITESBURG, TN",36.307872,-83.134361
"4667 GUTHRIE ROAD, CLARKSVILLE, TN",36.625,-87.169167
GREAT SMOKY MOUNTAIN NP COVE MOUNTAIN,35.696758,-83.609612
"12560 COBURN ROAD, EADS, TN",35.188,-89.642
1241 EAST WYATT RD.,32.473611,-97.0425
WAMSUTTER SOUTHEAST PORTION OF SWEETWATER COUNTY,41.677667,-108.024835
PR 165,18.440774,-66.126531
ROAD 869  LAS PALMAS BOULEVARD,18.450532,-66.148501
BO. MAGAS ARRIBA 382,18.025846,-66.769648
ROAD NO. 3,17.963756,-66.254208
4113 SHUTTLESWORTH DRIVE,33.565278,-86.796389
"Iroquois and Azalea, CHICKASAW, MOBILE CO.,  ALABAMA",30.770181,-88.087761
7444 State Hwy 25,33.0928,-86.8072
"NNE of Ward Post Office, Sumter Co., Alabama",32.362606,-88.277992
533 First Street,32.789565,-116.944308
"398 CO- 151 Pagosa Springs, CO",37.205862,-107.254118
ROOSEVELT SCHOOL PARK AVE.,41.170833,-73.194722
"6506 Dolphin Cove Dr, Apollo Beach, FL 33572",27.779712,-82.419835
"238 Mays Bridge Rd., Rome GA 30165",34.2434,-85.3259
PALEHUA ROAD,21.367833,-158.105278
97-685 KAMEHAMEHA HWY,21.390861,-157.96525
2550 N Brush College Rd,39.880404,-88.894488
899 N Folk St,39.850712,-88.933635
"2200 E Eldorado St, Decatur, IL 62521",39.846856,-88.923323
"Off Ivy Road, Fults, IL, 62244",38.15908,-90.22728
ArcelorMittal-Burns Harbor Site 1/ Port of Indiana 6600 US Highway 12/E. Boundary Rd.,41.635404,-87.150567
"Alcan Aluminum Road, 1.0 Miles South of Moss & Moss Road, Robards, KY  42452",37.654381,-87.511427
"8220 Big Lake Rd, Lake Charlers. LA 70662",30.103724,-93.285598
1845 Brooklawn Drive,30.577617,-91.235323
"15536 River Rd; Norco,LA 70079",29.997366,-90.411185
"1140 E. Jefferson Hwy; Gramercy, LA 70052",30.052341,-90.670833
End of Sid Richardson Rd,30.327723,-91.284108
Rock St. SW,39.4864,-79.0638
Horse Rock Road,39.483617,-79.026383
600 Liberty St,42.120229,-72.584503
815 FILLEY ST (LANSING),42.761387,-84.562779
5440 PUTTYGUT ROAD (DTE-BELLE RIVER MILLS),42.786109,-82.527801
4490 NORTH RIVER RD (DTE-REMER ROAD MONITOR),42.773556,-82.47583
3225 S DEACON ST (NMH48217),42.261669,-83.157893
4700 W FORT ST (DP4TH - GHIB),42.312158,-83.091943
9191 W FORT ST (TRINITY),42.295824,-83.129431
"LABADIE, SOUTHWEST- 870 Albertina Lane, Labadie, MO 63055",38.52814,-90.86326
"DOE RUN BUICK, HWY 32 NORTHEAST- 1582 Highway 32 Bixby, MO 65439",37.65319,-91.12795
"DOE RUN BUICK- COUNTY ROAD 75 - 98 Iron County Road, Bixby, MO 65439",37.64876,-91.1498
"DOE RUN BUICK, WEST ENTRANCE- 18594 Hwy KK, Boss, MO 65440",37.63211,-91.13565
"SITE #1 AECI WATER TOWER: 391 St Jude Industrial Park, New Madrid, MO 63869",36.51364,-89.56093
"SITE #2 EAST GRAVEYARD: 391 St Jude Industrial Park, New Madrid, MO 63869",36.50838,-89.56074
"SITE #3 WEST ENTRANCE: 391 St Jude Industrial Park, New Madrid, MO 63569",36.50899,-89.57099
"LABADIE, NORTH:~150 ft. north of Terry Rd. and ~200ft. Kingfisher Ct., Augusta, MO 63332",38.595607,-90.830618
"RIDER TRAIL, I-70: 13080  Hollenberg Drive, Bridgeton, MO 63044",38.75264,-90.44884
Corner of CR 326 and State Highway 201,47.8679,-104.676944
7288 John Pershing Drive,41.316675,-95.946404
SW 42nd St ~0.2 mi N of W Pella Rd,40.55476,-96.78035
327 Pontoon Bridge Rd,44.955468,-74.9078
2019 NY-131,44.965412,-74.875
3996 6 Corners Rd,42.574106,-76.7026
134 Lake Ridge Rd,42.613199,-76.6152
"5538 Rob Gandy Blvd SE, Southport NC 28461",33.942294,-78.019264
Crestwood Drive Air Monitor,35.481963,-82.509719
104 Pace St,35.534102,-82.852868
"921 Shore Road, Semora, NC 27343",36.49002,-79.058272
5th Street South West Dunn Center,47.342423,-102.645864
184th Street SW Ryder,47.940861,-101.571583
"67th Street NW, Tioga ND",48.465253,-102.894086
WATSON GROVE RD.,38.95018,-82.12211
583 HONEYSUCKLE DR.,38.89495,-82.14893
8323 SR 7 North,38.94945,-82.1104
"11826 N 30th St, Kremlin, OK 73753",36.512363,-97.845959
470 13th Street,36.228993,-95.269196
108 North 55th Street East,35.775813,-95.287067
Portland - Brooklyn Yard - (PBY) SE 24th and SE Harold (PSU operated),45.483148,-122.641449
Orchard Road,39.8751,-76.912256
310 LANGRUM RD (York Landfill),34.977,-81.207
Wilburn Drive,36.532616,-82.516306
Skyland Dr at Bagwell St.,36.521066,-82.502454
2105 Happy Hill Road,36.513026,-82.550498
7145 Gardner Road,29.352911,-98.332814
488 FM 2570,31.797813,-96.1031
9206 Red Oak Road,32.470228,-94.481595
1218 N. Midway Rd,32.280422,-101.407137
19440 FM 1559,35.6762,-101.4401
"West 7th Street, Valero Port Arthur Gate 2",29.8442,-93.9652
3990 John D Harper Road,30.569534,-97.076294
Southeast 1220 Road,31.9041,-96.352
2239 1st Street,30.153675,-93.725897
Folsom Rd. & El Rancho Rd.,35.3165,-101.7418
8127 Oak Grove Road,31.168889,-96.481944
9515 County Road 2181d,32.277929,-94.570851
385 CR 4855,33.0752,-94.8474
8449 S. Monroe St.,40.598056,-111.894167
1250 NORTH 1400 WEST,40.78422,-111.931
Seep Ridge Road,39.63551,-109.43128
6071 Catawba Road,37.447965,-79.986486
2093 Big Stony Creek Road,37.3863,-80.6539
Ridge Top Road,37.791389,-79.990833
8100 Malaga Alcoa Highway,47.334444,-120.095556
6036 Kickerville Road,48.855274,-122.7047
4050 Mountain View Rd,48.848065,-122.688888
CHARLESTON - 1436 DIXIE STREET,38.346258,-81.621161
"HWY 62, LAKIN, WVA",38.95649,-82.08866
Old WV 46,39.4452,-79.0691
601 Plank Rd.,44.2893,-88.25219
"998 Russell Street, Laramie, WY 82070",41.30283,-105.586
"Wyoming 76, Sinclair, WY",41.77882,-107.10909
"5 miles south of I-25 on County Road 17A, Glenrock, WY",42.77612,-105.79821
"55 Lost Cabin Road, Lysite, WY",43.27106,-107.60017
County Road 140,41.08536,-104.52277
500 S. Walsh Drive,42.8463,-106.27767
